,Unnamed: 0,PLSAM,SAMPN,PERNO,PLANO,ORIG_HOME,HHSIZE,DEST_HOME,DTPURP,DTPURP2,LTMODE_AGG,TOTTR,TRPDUR,TRPDIST_HN,OZIP,DNYC,GEO_GROUP2_O,GEO_GROUP3_O,PMODE,PMODE1,PAMODE,PMODE_R,PMODE_R2,PMODE_R3,WORKTRIP,TOD_R,TOD_R1,TOTTR_R,TRPDUR_R,TRIPDIST_R1,TRIPDIST_R2,INCOM_R,HHVEH_R
80548,80548,35296250203,3529625,2,3,0,4,1,3,0,1.0,1,18,7.02,11743,0,2,1,19,11,,1,1,1,1,3,3,1,2,4.0,5.0,4,2
80557,80557,35297200102,3529720,1,2,1,2,0,9,0,2.1,2,14,9.88,11704,0,2,1,19,11,,1,1,1,1,1,1,2,2,4.0,5.0,4,3
80558,80558,35297200103,3529720,1,3,0,2,0,16,0,2.1,2,3,1.39,11751,0,2,1,19,11,,1,1,1,1,2,2,2,1,1.0,2.0,4,3
80559,80559,35297200104,3529720,1,4,0,2,0,9,0,2.1,2,5,1.39,11751,0,2,1,19,11,,1,1,1,1,2,2,2,1,1.0,2.0,4,3
80560,80560,35297200105,3529720,1,5,0,2,0,17,0,2.1,2,3,8.52,11751,0,2,1,19,11,,1,1,1,1,3,3,2,1,4.0,5.0,4,3
80561,80561,35297200106,3529720,1,6,0,2,0,22,0,2.1,2,4,1.67,11702,0,2,1,19,11,,1,1,1,2,3,3,2,1,1.0,2.0,4,3
80562,80562,35297200107,3529720,1,7,0,2,1,3,0,2.1,2,15,6.23,11795,0,2,1,19,11,,1,1,1,2,3,3,2,2,3.0,4.0,4,3
80563,80563,35297200202,3529720,2,2,1,2,0,9,0,7.1,1,132,38.21,11704,1,2,1,6,3,2.0,2,2,2,1,1,1,1,5,6.0,6.0,4,3
80569,80569,35297930102,3529793,1,2,1,3,0,9,0,1.0,1,15,2.28,11788,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,4,2
80570,80570,35297930103,3529793,1,3,0,3,0,9,0,1.0,1,15,3.04,11780,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,4,2
80571,80571,35297930104,3529793,1,4,0,3,1,3,0,1.0,1,20,4.17,11787,0,2,1,19,11,,1,1,1,1,2,2,1,3,2.0,3.0,4,2
80587,80587,35298130102,3529813,1,2,1,3,0,9,0,1.0,1,25,7.72,11787,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,4,3
80588,80588,35298130103,3529813,1,3,0,3,1,3,0,1.0,1,30,7.73,11733,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,4,3
80589,80589,35298130202,3529813,2,2,1,3,0,9,0,1.0,1,30,5.29,11787,0,2,1,19,11,,1,1,1,1,1,1,1,3,3.0,4.0,4,3
80590,80590,35298130203,3529813,2,3,0,3,1,3,0,1.0,1,30,5.29,11787,0,2,1,19,11,,1,1,1,1,3,3,1,3,3.0,4.0,4,3
80620,80620,35299520202,3529952,2,2,1,4,0,9,0,7.1,1,100,37.55,11746,1,2,1,6,3,2.0,2,2,2,1,5,4,1,5,6.0,6.0,4,3
80660,80660,35301440102,3530144,1,2,1,3,0,9,0,7.1,1,86,0.0,11746,1,2,1,6,3,2.0,2,2,2,1,1,1,1,4,6.0,6.0,4,3
80664,80664,35301440202,3530144,2,2,1,3,0,5,0,2.1,2,45,11.6,11746,0,2,1,19,11,,1,1,1,2,1,1,2,4,5.0,6.0,4,3
80665,80665,35301440203,3530144,2,3,0,3,0,9,6,1.0,1,10,7.31,11568,0,2,1,19,11,,1,1,1,1,1,1,1,2,4.0,5.0,4,3
80666,80666,35301440204,3530144,2,4,0,3,0,6,0,1.0,1,16,7.26,11797,0,2,1,19,11,,1,1,1,1,3,3,1,2,4.0,5.0,4,3
80667,80667,35301440205,3530144,2,5,0,3,1,3,0,2.1,2,49,11.84,11568,0,2,1,19,11,,1,1,1,2,3,3,2,4,5.0,6.0,4,3
80714,80714,35304450202,3530445,2,2,1,2,0,9,0,1.0,1,20,21.45,11786,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,2,2
80715,80715,35304450203,3530445,2,3,0,2,0,17,21,1.0,1,1,0.75,11772,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,2,2
80716,80716,35304450204,3530445,2,4,0,2,0,9,0,1.0,1,4,0.75,11772,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,2,2
80717,80717,35304450205,3530445,2,5,0,2,0,17,0,1.0,1,34,15.6,11772,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,2,2
80718,80718,35304450206,3530445,2,6,0,2,0,17,0,1.0,1,3,1.61,11764,0,2,1,19,11,,1,1,1,2,3,3,1,1,1.0,1.0,2,2
80719,80719,35304450207,3530445,2,7,0,2,0,17,0,1.0,1,2,1.61,11764,0,2,1,19,11,,1,1,1,2,3,3,1,1,1.0,1.0,2,2
80720,80720,35304450208,3530445,2,8,0,2,1,3,0,1.0,1,15,3.55,11764,0,2,1,19,11,,1,1,1,2,3,3,1,2,3.0,4.0,2,2
80732,80732,35305510202,3530551,2,2,1,3,0,9,0,7.1,1,108,0.0,11746,1,2,1,6,3,2.0,2,2,2,1,5,4,1,5,6.0,6.0,9,3
80734,80734,35305510302,3530551,3,2,1,3,0,9,0,1.0,1,16,11.59,11746,0,2,1,19,11,,1,1,1,1,1,1,1,2,4.0,5.0,9,3
80735,80735,35305510303,3530551,3,3,0,3,0,21,0,1.0,1,7,0.6,11791,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,2.0,9,3
80736,80736,35305510304,3530551,3,4,0,3,0,9,0,1.0,1,7,0.6,11791,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,2.0,9,3
80737,80737,35305510305,3530551,3,5,0,3,1,3,0,1.0,1,21,10.65,11791,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,9,3
80746,80746,35306480102,3530648,1,2,1,4,0,9,0,1.0,1,5,2.16,11722,0,2,1,19,11,,1,1,1,1,1,1,1,1,1.0,2.0,2,2
80747,80747,35306480103,3530648,1,3,0,4,0,5,0,2.1,3,5,0.56,11722,0,2,1,19,11,,1,1,1,1,1,1,3,1,1.0,1.0,2,2
80748,80748,35306480104,3530648,1,4,0,4,1,1,0,2.1,2,13,1.71,11722,0,2,1,19,11,,1,1,1,2,1,1,2,2,1.0,2.0,2,2
80761,80761,35306480202,3530648,2,2,1,4,0,8,0,1.0,1,12,4.09,11722,0,2,1,19,11,,1,1,1,2,1,1,1,2,3.0,4.0,2,2
80762,80762,35306480203,3530648,2,3,0,4,0,9,0,1.0,1,4,1.11,11706,0,2,1,19,11,,1,1,1,1,1,1,1,1,1.0,1.0,2,2
80763,80763,35306480204,3530648,2,4,0,4,1,3,0,1.0,1,20,5.34,11706,0,2,1,19,11,,1,1,1,1,3,3,1,3,3.0,4.0,2,2
80777,80777,35306850202,3530685,2,2,1,3,0,14,9,1.0,1,33,12.87,11746,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,3
80778,80778,35306850203,3530685,2,3,0,3,1,3,27,1.0,1,45,12.26,11801,0,2,1,19,11,,1,1,1,1,3,3,1,4,5.0,6.0,4,3
80779,80779,35306850302,3530685,3,2,1,3,0,9,0,1.0,1,30,10.74,11746,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,4,3
80780,80780,35306850303,3530685,3,3,0,3,1,3,0,1.0,1,30,11.32,11788,0,2,1,19,11,,1,1,1,1,4,4,1,3,4.0,5.0,4,3
80815,80815,35308000202,3530800,2,2,1,4,0,22,0,1.0,1,15,14.04,11950,0,2,1,19,11,,1,1,1,2,2,2,1,2,4.0,5.0,4,3
80816,80816,35308000203,3530800,2,3,0,4,0,9,0,1.0,1,45,24.15,11772,0,2,1,19,11,,1,1,1,1,2,2,1,4,6.0,6.0,4,3
80817,80817,35308000204,3530800,2,4,0,4,1,3,0,1.0,1,30,38.84,11743,0,2,1,19,11,,1,1,1,1,4,4,1,3,6.0,6.0,4,3
80818,80818,35308000302,3530800,3,2,1,4,0,9,0,7.1,1,175,67.67,11950,1,2,1,6,3,2.0,2,2,2,1,5,4,1,5,6.0,6.0,4,3
80843,80843,35308980202,3530898,2,2,1,3,0,9,0,1.0,1,6,0.47,11788,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,2.0,2,2
80844,80844,35308980203,3530898,2,3,0,3,1,3,0,1.0,1,5,0.47,11788,0,2,1,19,11,,1,1,1,1,3,3,1,1,1.0,2.0,2,2
80850,80850,35309510102,3530951,1,2,1,4,0,10,0,2.1,2,75,65.72,11704,0,2,1,19,11,,1,1,1,1,1,1,2,4,6.0,6.0,3,3
80851,80851,35309510103,3530951,1,3,0,4,1,3,0,2.1,2,120,65.66,11963,0,2,1,19,11,,1,1,1,1,2,2,2,5,6.0,6.0,3,3
80854,80854,35309510302,3530951,3,2,1,4,0,9,0,1.0,1,10,3.87,11704,0,2,1,19,11,,1,1,1,1,5,4,1,2,2.0,3.0,3,3
80855,80855,35309510303,3530951,3,3,0,4,1,3,0,1.0,1,15,3.87,11798,0,2,1,19,11,,1,1,1,1,3,3,1,2,2.0,3.0,3,3
80856,80856,35309510402,3530951,4,2,1,4,0,9,0,1.0,1,15,0.0,11704,0,2,1,19,11,,1,1,1,1,2,2,1,2,3.0,4.0,3,3
80857,80857,35309510403,3530951,4,3,0,4,1,3,0,1.0,1,30,0.0,11747,0,2,1,19,11,,1,1,1,1,3,3,1,3,3.0,4.0,3,3
80910,80910,35312140102,3531214,1,2,1,2,0,9,0,1.0,1,22,12.73,11727,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,4,2
80911,80911,35312140103,3531214,1,3,0,2,0,25,0,1.0,1,18,10.35,11792,0,2,1,19,11,,1,1,1,1,2,2,1,2,4.0,5.0,4,2
80912,80912,35312140104,3531214,1,4,0,2,1,3,0,1.0,1,9,3.14,11764,0,2,1,19,11,,1,1,1,2,3,3,1,1,3.0,4.0,4,2
80915,80915,35312140202,3531214,2,2,1,2,0,9,0,1.0,1,10,6.97,11727,0,2,1,19,11,,1,1,1,1,2,2,1,2,3.0,4.0,4,2
80916,80916,35312140203,3531214,2,3,0,2,1,3,0,1.0,1,10,6.98,11763,0,2,1,19,11,,1,1,1,1,4,4,1,2,3.0,4.0,4,2
80917,80917,35312620102,3531262,1,2,1,3,0,9,0,1.0,1,10,4.05,11740,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,2,2
80918,80918,35312620103,3531262,1,3,0,3,1,3,0,1.0,1,10,4.05,11743,0,2,1,19,11,,1,1,1,1,3,3,1,2,3.0,4.0,2,2
80945,80945,35313570102,3531357,1,2,1,2,0,6,0,1.0,1,15,1.88,11757,0,2,1,19,11,,1,1,1,2,1,1,1,2,2.0,3.0,9,2
80946,80946,35313570103,3531357,1,3,0,2,0,9,10,2.1,2,49,26.7,11701,1,2,1,19,11,,1,1,1,1,1,1,2,4,6.0,6.0,9,2
80948,80948,35313570105,3531357,1,5,0,2,1,3,0,1.0,1,15,1.88,11701,0,2,1,19,11,,1,1,1,2,2,2,1,2,2.0,3.0,9,2
80949,80949,35313570202,3531357,2,2,1,2,0,16,0,1.0,1,15,5.64,11757,0,2,1,19,11,,1,1,1,2,1,1,1,2,3.0,4.0,9,2
80950,80950,35313570203,3531357,2,3,0,2,0,9,10,1.0,1,15,5.69,11704,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,9,2
80951,80951,35313570204,3531357,2,4,0,2,1,3,0,1.0,1,30,10.69,11729,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,9,2
80955,80955,35313680204,3531368,2,4,1,3,0,9,0,1.0,1,7,0.75,11740,0,2,1,19,11,,1,1,1,1,3,3,1,1,1.0,2.0,4,3
80956,80956,35313680205,3531368,2,5,0,3,1,3,0,1.0,1,7,0.75,11740,0,2,1,19,11,,1,1,1,1,4,4,1,1,1.0,2.0,4,3
80957,80957,35313680302,3531368,3,2,1,3,0,9,0,8.1,1,37,3.25,11740,0,2,1,23,13,,5,3,97,1,2,2,1,3,2.0,3.0,4,3
80958,80958,35313680303,3531368,3,3,0,3,1,3,0,8.1,1,35,3.25,11731,0,2,1,23,13,,5,3,97,1,3,3,1,3,2.0,3.0,4,3
80985,80985,35315420306,3531542,3,6,1,3,0,8,0,1.0,1,13,3.02,11782,0,2,1,19,11,,1,1,1,2,2,2,1,2,2.0,3.0,4,2
80986,80986,35315420307,3531542,3,7,0,3,0,9,10,1.0,1,40,23.12,11741,0,2,1,19,11,,1,1,1,1,2,2,1,3,6.0,6.0,4,2
80987,80987,35315420308,3531542,3,8,0,3,1,3,0,1.0,1,35,23.03,11762,0,2,1,19,11,,1,1,1,1,4,4,1,3,6.0,6.0,4,2
80992,80992,35315620102,3531562,1,2,1,2,0,9,0,1.0,1,30,6.71,11746,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,4,2
80993,80993,35315620103,3531562,1,3,0,2,1,3,0,1.0,1,25,6.44,11747,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,4,2
80994,80994,35315620202,3531562,2,2,1,2,0,9,0,1.0,1,15,5.19,11746,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,4,2
80995,80995,35315620203,3531562,2,3,0,2,1,3,0,1.0,1,20,5.24,11788,0,2,1,19,11,,1,1,1,1,3,3,1,3,3.0,4.0,4,2
81024,81024,35317630102,3531763,1,2,1,3,0,9,10,1.0,1,40,6.6,11705,0,2,1,19,11,,1,1,1,1,1,1,1,3,2.0,3.0,4,3
81025,81025,35317630103,3531763,1,3,0,3,1,3,0,1.0,1,30,6.6,11782,0,2,1,19,11,,1,1,1,1,2,2,1,3,2.0,3.0,4,3
81052,81052,35320330102,3532033,1,2,1,2,0,9,10,1.0,1,30,13.82,11741,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,4,2
81053,81053,35320330103,3532033,1,3,0,2,1,3,0,1.0,1,30,13.4,11733,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,4,2
81058,81058,35320840102,3532084,1,2,1,3,0,9,0,1.0,1,30,13.0,11743,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,2
81059,81059,35320840103,3532084,1,3,0,3,1,3,0,1.0,1,30,13.02,11788,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,4,2
81124,81124,35321780402,3532178,4,2,1,4,0,14,0,1.0,1,60,25.53,11940,0,2,1,19,11,,1,1,1,1,5,4,1,4,6.0,6.0,9,3
81125,81125,35321780403,3532178,4,3,0,4,1,3,0,1.0,1,90,25.0,11767,0,2,1,19,11,,1,1,1,1,3,3,1,5,6.0,6.0,9,3
81180,81180,35324660102,3532466,1,2,1,2,0,27,0,8.1,1,150,6.25,11754,0,2,1,23,13,,5,3,97,2,1,1,1,5,4.0,5.0,9,2
81181,81181,35324660103,3532466,1,3,0,2,0,21,0,2.1,3,15,2.53,11721,0,2,1,19,11,,1,1,1,2,1,1,3,2,2.0,3.0,9,2
81182,81182,35324660104,3532466,1,4,0,2,0,5,0,1.0,1,25,2.53,11768,0,2,1,19,11,,1,1,1,2,2,2,1,3,2.0,3.0,9,2
81183,81183,35324660105,3532466,1,5,0,2,1,9,10,1.0,1,20,6.25,11721,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,9,2
81184,81184,35324660202,3532466,2,2,1,2,0,24,0,8.1,1,2,0.72,11754,0,2,1,23,13,,5,3,97,1,2,2,1,1,1.0,1.0,9,2
81185,81185,35324660203,3532466,2,3,0,2,1,9,0,8.1,1,2,0.72,11754,0,2,1,23,13,,5,3,97,1,2,2,1,1,1.0,1.0,9,2
81210,81210,35325880102,3532588,1,2,1,3,0,9,10,1.0,1,6,1.65,11733,0,2,1,19,11,,1,1,1,1,1,1,1,1,2.0,3.0,4,2
81211,81211,35325880103,3532588,1,3,0,3,1,3,0,1.0,1,7,1.65,11790,0,2,1,19,11,,1,1,1,1,3,3,1,1,2.0,3.0,4,2
81212,81212,35325880104,3532588,1,4,1,3,0,9,0,1.0,1,6,1.65,11733,0,2,1,19,11,,1,1,1,1,3,3,1,1,2.0,3.0,4,2
81213,81213,35325880105,3532588,1,5,0,3,1,3,0,1.0,1,5,1.65,11790,0,2,1,19,11,,1,1,1,1,4,4,1,1,2.0,3.0,4,2
81214,81214,35325880202,3532588,2,2,1,3,0,9,10,1.0,1,54,36.75,11733,0,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,4,2
81215,81215,35325880203,3532588,2,3,0,3,0,15,0,1.0,1,49,31.23,11542,0,2,1,19,11,,1,1,1,1,2,2,1,4,6.0,6.0,4,2
81216,81216,35325880204,3532588,2,4,0,3,1,3,1,1.0,1,25,6.8,11787,0,2,1,19,11,,1,1,1,2,2,2,1,3,4.0,5.0,4,2
81257,81257,35329240202,3532924,2,2,1,4,0,14,0,1.0,1,28,15.36,11754,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,3
81258,81258,35329240203,3532924,2,3,0,4,1,3,0,1.0,1,32,15.39,11747,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,4,3
81334,81334,35330970202,3533097,2,2,1,2,0,9,0,1.0,1,14,6.94,11703,0,2,1,19,11,,1,1,1,1,2,2,1,2,3.0,4.0,4,2
81335,81335,35330970203,3533097,2,3,0,2,1,3,0,1.0,1,18,6.94,11747,0,2,1,19,11,,1,1,1,1,3,3,1,2,3.0,4.0,4,2
81348,81348,35331300102,3533130,1,2,1,1,0,9,10,1.0,1,27,20.72,11730,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,2,2
81349,81349,35331300103,3533130,1,3,0,1,1,3,0,1.0,1,30,20.81,11747,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,2,2
81414,81414,35333450102,3533345,1,2,1,2,0,9,0,1.0,1,16,14.61,11706,0,2,1,19,11,,1,1,1,1,1,1,1,2,4.0,5.0,4,2
81415,81415,35333450103,3533345,1,3,0,2,0,8,0,1.0,1,5,1.07,11788,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,4,2
81416,81416,35333450104,3533345,1,4,0,2,0,17,0,1.0,1,8,6.15,11788,0,2,1,19,11,,1,1,1,2,2,2,1,1,4.0,5.0,4,2
81417,81417,35333450105,3533345,1,5,0,2,0,9,0,1.0,1,9,6.14,11725,0,2,1,19,11,,1,1,1,1,2,2,1,1,4.0,5.0,4,2
81418,81418,35333450106,3533345,1,6,0,2,0,21,0,1.0,1,33,7.78,11788,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,4,2
81419,81419,35333450107,3533345,1,7,0,2,0,16,0,1.0,1,8,1.47,11751,0,2,1,19,11,,1,1,1,2,4,4,1,1,2.0,3.0,4,2
81420,81420,35333450108,3533345,1,8,0,2,1,3,0,1.0,1,7,4.03,11706,0,2,1,19,11,,1,1,1,2,4,4,1,1,2.0,3.0,4,2
81421,81421,35333450202,3533345,2,2,1,2,0,17,0,1.0,1,4,1.4,11706,0,2,1,19,11,,1,1,1,2,1,1,1,1,1.0,2.0,4,2
81422,81422,35333450203,3533345,2,3,0,2,0,9,0,1.0,1,62,1.4,11706,0,2,1,19,11,,1,1,1,1,1,1,1,4,4.0,5.0,4,2
81423,81423,35333450205,3533345,2,5,0,2,1,3,0,1.0,1,50,1.4,0,0,2,1,19,11,,1,1,1,1,3,3,1,4,4.0,5.0,4,2
81426,81426,35334060102,3533406,1,2,1,6,0,9,0,1.0,1,18,12.53,11757,0,2,1,19,11,,1,1,1,1,1,1,1,2,4.0,5.0,4,3
81427,81427,35334060103,3533406,1,3,0,6,1,3,0,1.0,1,35,13.4,11791,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,4,3
81432,81432,35334060202,3533406,2,2,1,6,0,5,0,2.1,2,12,0.85,11757,0,2,1,19,11,,1,1,1,2,1,1,2,2,2.0,3.0,4,3
81433,81433,35334060204,3533406,2,4,0,6,0,9,0,1.0,1,9,6.25,11757,0,2,1,19,11,,1,1,1,1,1,1,1,1,3.0,4.0,4,3
81434,81434,35334060205,3533406,2,5,0,6,1,3,0,1.0,1,9,6.25,11795,0,2,1,19,11,,1,1,1,1,3,3,1,1,3.0,4.0,4,3
81442,81442,35334060402,3533406,4,2,1,6,0,9,0,2.2,5,11,2.07,11757,0,2,1,17,10,,1,1,1,1,1,1,4,2,2.0,3.0,4,3
81443,81443,35334060403,3533406,4,3,0,6,0,13,0,8.1,2,27,2.02,11757,0,2,1,23,13,,5,3,97,1,3,3,2,3,2.0,3.0,4,3
81444,81444,35334060404,3533406,4,4,0,6,1,3,0,8.1,1,9,0.5,11757,0,2,1,23,13,,5,3,97,2,3,3,1,1,1.0,1.0,4,3
81507,81507,35335630102,3533563,1,2,1,3,0,9,0,1.0,1,15,4.46,11733,0,2,1,19,11,,1,1,1,1,1,1,1,2,1.0,2.0,4,3
81508,81508,35335630103,3533563,1,3,0,3,1,3,0,1.0,1,15,4.45,11733,0,2,1,19,11,,1,1,1,1,3,3,1,2,1.0,2.0,4,3
81513,81513,35335630302,3533563,3,2,1,3,0,9,0,1.0,1,40,16.86,11733,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,3
81514,81514,35335630303,3533563,3,3,0,3,1,3,0,1.0,1,45,17.19,11706,0,2,1,19,11,,1,1,1,1,3,3,1,4,5.0,6.0,4,3
81525,81525,35335820102,3533582,1,2,1,2,0,9,0,1.0,1,20,15.26,11713,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,9,2
81526,81526,35335820103,3533582,1,3,0,2,0,10,0,1.0,1,10,1.81,11961,0,2,1,19,11,,1,1,1,1,2,2,1,2,1.0,2.0,9,2
81527,81527,35335820104,3533582,1,4,0,2,0,9,0,1.0,1,10,1.81,11961,0,2,1,19,11,,1,1,1,1,2,2,1,2,1.0,2.0,9,2
81528,81528,35335820105,3533582,1,5,0,2,1,3,0,1.0,1,20,15.21,11961,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,9,2
81529,81529,35335820202,3533582,2,2,1,2,0,9,0,1.0,1,50,42.04,11713,0,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,9,2
81530,81530,35335820203,3533582,2,3,0,2,0,16,0,1.0,1,45,36.72,11530,0,2,1,19,11,,1,1,1,1,2,2,1,4,6.0,6.0,9,2
81531,81531,35335820204,3533582,2,4,0,2,0,16,0,1.0,1,6,4.47,11763,0,2,1,19,11,,1,1,1,2,2,2,1,1,2.0,3.0,9,2
81532,81532,35335820205,3533582,2,5,0,2,1,3,0,1.0,1,6,3.47,11772,0,2,1,19,11,,1,1,1,2,2,2,1,1,3.0,4.0,9,2
81637,81637,35341170106,3534117,1,6,1,6,0,9,0,1.0,1,5,0.61,11729,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,3,2
81638,81638,35341170107,3534117,1,7,0,6,1,3,0,1.0,1,5,0.61,11729,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,3,2
81737,81737,35345880102,3534588,1,2,1,2,0,9,0,1.0,1,58,41.22,11729,1,2,1,19,11,,1,1,1,1,5,4,1,4,6.0,6.0,2,2
81747,81747,35346100102,3534610,1,2,1,4,0,9,5,2.1,2,15,5.66,11730,0,2,1,19,11,,1,1,1,1,1,1,2,2,4.0,5.0,4,2
81748,81748,35346100103,3534610,1,3,0,4,0,16,0,2.1,2,20,4.43,11722,0,2,1,19,11,,1,1,1,1,3,3,2,3,3.0,4.0,4,2
81749,81749,35346100104,3534610,1,4,0,4,1,3,0,2.1,2,23,5.69,11706,0,2,1,19,11,,1,1,1,2,3,3,2,3,3.0,4.0,4,2
81750,81750,35346100202,3534610,2,2,1,4,0,14,0,1.0,1,45,20.63,11730,0,2,1,19,11,,1,1,1,1,1,1,1,4,5.0,6.0,4,2
81751,81751,35346100203,3534610,2,3,0,4,1,6,0,1.0,1,30,21.56,11747,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,2
81752,81752,35346100204,3534610,2,4,1,4,0,9,0,2.2,2,14,5.66,11730,0,2,1,17,10,,1,1,1,1,1,1,2,2,4.0,5.0,4,2
81753,81753,35346100205,3534610,2,5,0,4,0,16,0,2.2,2,20,4.43,11722,0,2,1,17,10,,1,1,1,1,3,3,2,3,3.0,4.0,4,2
81754,81754,35346100206,3534610,2,6,0,4,1,3,0,2.2,2,15,5.69,11706,0,2,1,17,10,,1,1,1,2,3,3,2,2,3.0,4.0,4,2
81763,81763,35346110202,3534611,2,2,1,2,0,9,10,1.0,1,15,6.77,11766,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,4,1
81764,81764,35346110203,3534611,2,3,0,2,0,16,0,1.0,1,10,0.51,11733,0,2,1,19,11,,1,1,1,1,3,3,1,2,1.0,1.0,4,1
81765,81765,35346110204,3534611,2,4,0,2,1,3,0,1.0,1,20,6.75,11733,0,2,1,19,11,,1,1,1,2,3,3,1,3,3.0,4.0,4,1
81804,81804,35348200102,3534820,1,2,1,2,0,9,0,1.0,1,5,1.12,11791,0,2,1,19,11,,1,1,1,1,1,1,1,1,2.0,3.0,3,2
81805,81805,35348200103,3534820,1,3,0,2,0,14,0,1.0,1,30,7.43,11791,0,2,1,19,11,,1,1,1,1,3,3,1,3,3.0,4.0,3,2
81806,81806,35348200104,3534820,1,4,0,2,1,3,0,1.0,1,20,6.97,11743,0,2,1,19,11,,1,1,1,1,4,4,1,3,4.0,5.0,3,2
81812,81812,35348820102,3534882,1,2,1,2,0,9,0,1.0,1,30,12.2,11713,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,3,2
81813,81813,35348820103,3534882,1,3,0,2,1,3,0,1.0,1,30,11.8,11779,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,3,2
81814,81814,35348820202,3534882,2,2,1,2,0,9,0,1.0,1,40,37.26,11713,0,2,1,19,11,,1,1,1,1,5,4,1,3,6.0,6.0,3,2
81815,81815,35348820203,3534882,2,3,0,2,1,3,0,1.0,1,70,37.08,11520,0,2,1,19,11,,1,1,1,1,3,3,1,4,6.0,6.0,3,2
81819,81819,35349080102,3534908,1,2,0,4,0,2,0,1.0,1,5,1.23,11742,0,2,1,19,11,,1,1,1,1,1,1,1,1,1.0,1.0,4,3
81820,81820,35349080103,3534908,1,3,0,4,0,10,0,1.0,1,17,1.23,11742,0,2,1,19,11,,1,1,1,1,1,1,1,2,1.0,1.0,4,3
81821,81821,35349080104,3534908,1,4,0,4,0,9,0,1.0,1,5,2.18,11742,0,2,1,19,11,,1,1,1,1,1,1,1,1,2.0,3.0,4,3
81822,81822,35349080105,3534908,1,5,0,4,1,3,0,1.0,1,30,5.86,11742,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,4,3
81823,81823,35349080202,3534908,2,2,1,4,0,9,0,1.0,1,25,4.79,11772,0,2,1,19,11,,1,1,1,1,1,1,1,3,3.0,4.0,4,3
81824,81824,35349080203,3534908,2,3,0,4,0,17,0,1.0,1,10,0.75,11772,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,4,3
81825,81825,35349080204,3534908,2,4,0,4,1,3,0,1.0,1,15,4.79,11772,0,2,1,19,11,,1,1,1,2,3,3,1,2,3.0,4.0,4,3
81826,81826,35349080302,3534908,3,2,1,4,0,9,0,2.2,2,20,9.74,11772,0,2,1,17,10,,1,1,1,1,1,1,2,3,4.0,5.0,4,3
