,Unnamed: 0,PLSAM,SAMPN,PERNO,PLANO,ORIG_HOME,HHSIZE,DEST_HOME,OTPURP,DTPURP,OTPURP_AGG,DTPURP_AGG,DTPURP2,LTMODE_AGG,MODE_SAMP,TOTTR,TRPDUR,TRPDIST_HN,TRPDUR_HN,OZIP,DZIP,HZIP,DNYC,GEO_GROUP2_O,GEO_GROUP3_O,PMODE,PMODE1,PAMODE,PMODE_R,PMODE_R2,PMODE_R3,WORK_PURP,WORKTRIP,TOD_R,TOD_R1,TOTTR_R,TRPDUR_R,TRIPDIST_R1,TRIPDIST_R2,INCOM_R,HHVEH_R
26574,26574,32014010104,3201401,1,4,0,1,1,9,3,1,0,0,1.0,9.0,1,21,10.78,22.21,11792,11953,11953,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,4.0,5.0,2,1
26585,26585,32015160102,3201516,1,2,1,2,0,3,9,0,1,0,1.0,9.0,1,23,9.25,16.83,11714,11757,11714,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,4,2
26586,26586,32015160103,3201516,1,3,0,2,1,9,3,1,0,0,1.0,9.0,1,18,7.84,17.92,11757,11714,11714,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,4.0,5.0,4,2
26587,26587,32015160202,3201516,2,2,1,2,0,3,9,0,1,0,1.0,9.0,1,7,2.08,5.24,11714,11714,11714,0,2,1,19,11,,1,1,1,1,1,1,1,1,1,2.0,3.0,4,2
26588,26588,32015160203,3201516,2,3,0,2,1,9,3,1,0,0,1.0,9.0,1,9,2.08,5.2,11714,11714,11714,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,2.0,3.0,4,2
26593,26593,32016860102,3201686,1,2,1,2,0,3,9,0,1,0,1.0,9.0,1,5,8.77,20.33,11937,11963,11963,0,2,1,19,11,,1,1,1,1,1,1,1,1,1,1.0,2.0,4,2
26594,26594,32016860103,3201686,1,3,0,2,1,9,1,1,0,2,1.0,9.0,1,5,8.77,20.4,11963,11937,11963,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,2.0,4,2
26599,26599,32016860202,3201686,2,2,1,2,0,3,9,0,1,10,1.0,9.0,1,7,2.72,0.0,11937,11963,11963,0,2,1,19,11,,1,1,1,1,1,1,1,1,1,1.0,2.0,4,2
26600,26600,32016860203,3201686,2,3,0,2,1,9,3,1,0,0,1.0,9.0,1,5,2.72,0.0,11963,11937,11963,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,2.0,4,2
26601,26601,32016860204,3201686,2,4,1,2,0,3,9,0,1,10,1.0,9.0,1,8,2.72,0.0,11937,11963,11963,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,2.0,4,2
26602,26602,32016860205,3201686,2,5,0,2,0,9,19,1,6,0,1.0,9.0,1,11,8.77,20.33,11963,11963,11963,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,2.0,3.0,4,2
26603,26603,32016860206,3201686,2,6,0,2,1,19,2,6,0,3,1.0,9.0,1,15,8.77,20.4,11963,11937,11963,0,2,1,19,11,,1,1,1,1,2,3,3,1,2,2.0,3.0,4,2
27104,27104,32072170103,3207217,1,3,1,1,0,3,17,0,5,0,1.0,9.0,1,5,0.0,0.0,11768,11768,11768,0,2,1,19,11,,1,1,1,1,2,2,2,1,1,2.0,3.0,4,1
27105,27105,32072170104,3207217,1,4,0,1,0,17,19,5,6,0,1.0,9.0,1,3,0.0,0.0,11768,11768,11768,0,2,1,19,11,,1,1,1,1,2,2,2,1,1,1.0,2.0,4,1
27106,27106,32072170105,3207217,1,5,0,1,0,19,14,6,1,0,1.0,9.0,1,36,21.84,35.21,11768,11772,11768,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,5.0,6.0,4,1
27107,27107,32072170106,3207217,1,6,0,1,1,14,3,1,0,0,1.0,9.0,1,43,0.0,0.0,11772,11768,11768,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,5.0,6.0,4,1
27142,27142,32082660102,3208266,1,2,1,2,0,3,9,0,1,0,7.1,1.1,2,102,44.33,83.89,11717,10038,11717,1,2,1,6,3,2.0,2,2,2,1,1,1,1,2,5,6.0,6.0,3,1
27143,27143,32082660106,3208266,1,6,0,2,0,9,3,1,0,0,7.0,1.0,1,107,43.35,81.92,10038,11717,11717,0,1,1,6,3,4.0,2,2,2,1,1,3,3,1,5,6.0,6.0,3,1
27144,27144,32082660109,3208266,1,9,0,2,1,3,3,0,0,0,2.1,9.0,2,12,1.61,4.17,11717,11717,11717,0,2,1,19,11,,1,1,1,1,2,3,3,2,2,2.0,3.0,3,1
27145,27145,32082660202,3208266,2,2,1,2,0,3,5,0,4,0,2.1,9.0,2,7,1.61,4.16,11717,11717,11717,0,2,1,19,11,,1,1,1,1,2,1,1,2,1,2.0,3.0,3,1
27146,27146,32082660203,3208266,2,3,0,2,0,5,9,4,1,10,1.0,9.0,1,40,23.7,36.45,11717,11530,11717,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,3,1
27147,27147,32082660204,3208266,2,4,0,2,1,9,3,1,0,0,1.0,9.0,1,70,22.44,35.8,11530,11717,11717,0,2,1,19,11,,1,1,1,1,1,3,3,1,4,5.0,6.0,3,1
27226,27226,32091930102,3209193,1,2,1,2,0,3,9,0,1,0,2.1,9.0,2,13,5.53,15.12,11793,11801,11793,0,2,1,19,11,,1,1,1,1,1,1,1,2,2,3.0,4.0,9,2
27227,27227,32091930103,3209193,1,3,0,2,1,9,3,1,0,0,2.1,9.0,2,18,5.72,16.5,11801,11793,11793,0,2,1,19,11,,1,1,1,1,1,3,3,2,2,3.0,4.0,9,2
27228,27228,32091930202,3209193,2,2,1,2,0,3,9,0,1,0,2.2,9.0,2,13,5.53,15.12,11793,11801,11793,0,2,1,17,10,,1,1,1,1,1,1,1,2,2,3.0,4.0,9,2
27229,27229,32091930203,3209193,2,3,0,2,0,9,20,1,6,0,1.0,9.0,1,10,4.36,12.85,11801,11714,11793,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,2.0,3.0,9,2
27230,27230,32091930204,3209193,2,4,0,2,0,20,9,6,1,0,1.0,9.0,1,11,4.36,12.78,11714,11801,11793,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,2.0,3.0,9,2
27231,27231,32091930205,3209193,2,5,0,2,1,9,3,1,0,0,2.2,9.0,2,18,5.72,16.5,11801,11793,11793,0,2,1,17,10,,1,1,1,1,1,3,3,2,2,3.0,4.0,9,2
27396,27396,32125090102,3212509,1,2,1,1,0,3,9,0,1,0,1.0,9.0,1,25,11.22,27.66,11542,11803,11542,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,2,1
27397,27397,32125090103,3212509,1,3,0,1,0,9,21,1,7,0,1.0,9.0,1,4,0.77,0.0,11803,11803,11542,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,2.0,2,1
27398,27398,32125090104,3212509,1,4,0,1,0,21,9,7,1,0,1.0,9.0,1,4,0.77,0.0,11803,11803,11542,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,2.0,2,1
27399,27399,32125090105,3212509,1,5,0,1,0,9,16,1,5,17,1.0,9.0,1,45,12.92,30.82,11803,11542,11542,0,2,1,19,11,,1,1,1,1,1,3,3,1,4,5.0,6.0,2,1
27400,27400,32125090106,3212509,1,6,0,1,1,16,3,5,0,0,1.0,9.0,1,11,1.86,4.79,11542,11542,11542,0,2,1,19,11,,1,1,1,1,2,3,3,1,2,2.0,3.0,2,1
27761,27761,32186630102,3218663,1,2,1,1,0,1,9,0,1,0,1.0,9.0,1,10,4.5,12.2,11727,11727,11727,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,2.0,3.0,9,1
27762,27762,32186630103,3218663,1,3,0,1,1,9,3,1,0,0,1.0,9.0,1,9,4.48,12.2,11727,11727,11727,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,2.0,3.0,9,1
27788,27788,32193220102,3219322,1,2,1,1,0,3,9,0,1,0,1.0,9.0,1,21,7.82,22.23,11727,11733,11727,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,4.0,5.0,2,1
27789,27789,32193220103,3219322,1,3,0,1,1,9,3,1,0,0,1.0,9.0,1,26,7.83,22.67,11733,11727,11727,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,4.0,5.0,2,1
27843,27843,32208920102,3220892,1,2,1,4,0,3,9,0,1,10,2.1,9.0,3,30,23.45,37.19,11719,11703,11719,0,2,1,19,11,,1,1,1,1,1,1,1,3,3,6.0,6.0,4,2
27844,27844,32208920103,3220892,1,3,0,4,1,9,2,1,0,3,2.1,9.0,3,30,23.89,36.12,11703,11719,11719,0,2,1,19,11,,1,1,1,1,1,2,2,3,3,6.0,6.0,4,2
27845,27845,32208920202,3220892,2,2,1,4,0,3,9,0,1,10,1.0,9.0,1,15,11.79,23.8,11719,11779,11719,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,4.0,5.0,4,2
27846,27846,32208920203,3220892,2,3,0,4,0,9,22,1,6,0,1.0,9.0,1,15,16.15,28.73,11779,11703,11719,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,5.0,6.0,4,2
27847,27847,32208920204,3220892,2,4,0,4,0,22,8,6,6,0,1.0,9.0,1,5,0.52,0.0,11703,11703,11719,0,2,1,19,11,,1,1,1,1,2,2,2,1,1,1.0,1.0,4,2
27848,27848,32208920205,3220892,2,5,0,4,0,8,9,6,1,10,1.0,9.0,1,20,16.73,29.41,11703,11779,11719,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,5.0,6.0,4,2
27849,27849,32208920206,3220892,2,6,0,4,0,9,14,1,1,0,1.0,9.0,1,30,20.97,36.25,11779,11940,11719,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,5.0,6.0,4,2
27850,27850,32208920207,3220892,2,7,0,4,1,14,3,1,0,0,1.0,9.0,1,20,11.56,20.65,11940,11719,11719,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,4.0,5.0,4,2
27892,27892,32209250202,3220925,2,2,1,4,0,3,9,0,1,0,1.0,9.0,1,30,9.31,29.17,11510,11040,11510,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,1,3
27893,27893,32209250203,3220925,2,3,0,4,0,9,16,1,5,0,1.0,9.0,1,40,8.0,25.09,11040,11510,11510,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,4.0,5.0,1,3
27894,27894,32209250204,3220925,2,4,0,4,1,16,3,5,0,0,1.0,9.0,1,10,1.09,2.87,11510,11510,11510,0,2,1,19,11,,1,1,1,1,2,3,3,1,2,2.0,3.0,1,3
27897,27897,32209250402,3220925,4,2,1,4,0,3,9,0,1,0,1.0,9.0,1,30,1.95,6.56,11510,11510,11510,0,2,1,18,11,,1,1,1,1,1,1,1,1,3,2.0,3.0,1,3
27898,27898,32209250403,3220925,4,3,0,4,1,9,3,1,0,0,1.0,9.0,1,30,1.95,6.55,11510,11510,11510,0,2,1,18,11,,1,1,1,1,1,1,1,1,3,2.0,3.0,1,3
27911,27911,32210310202,3221031,2,2,1,2,0,3,14,0,1,20,1.0,9.0,1,45,47.34,75.57,11727,11010,11727,0,2,1,19,11,,1,1,1,1,1,5,4,1,4,6.0,6.0,3,3
27912,27912,32210310203,3221031,2,3,0,2,1,14,3,1,0,1,1.0,9.0,1,30,47.72,74.59,11010,11727,11727,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,6.0,6.0,3,3
28142,28142,32219170202,3221917,2,2,1,2,0,3,9,0,1,0,7.1,1.1,1,130,37.73,72.39,11746,10010,11746,1,2,1,6,3,2.0,2,2,2,1,1,1,1,1,5,6.0,6.0,2,2
28143,28143,32219170205,3221917,2,5,0,2,0,9,27,1,8,0,8.1,11.0,1,15,0.47,2.35,10010,10011,11746,1,1,1,23,13,,5,3,97,1,1,3,3,1,2,1.0,1.0,2,2
28144,28144,32219170206,3221917,2,6,0,2,1,27,3,8,0,0,7.1,1.1,1,130,37.72,73.26,10011,11746,11746,0,1,1,6,3,4.0,2,2,2,1,2,4,4,1,5,6.0,6.0,2,2
28372,28372,32229240102,3222924,1,2,1,1,0,3,9,0,1,0,1.0,9.0,1,12,21.92,29.57,11786,11738,11792,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,5.0,6.0,4,2
28373,28373,32229240103,3222924,1,3,0,1,0,9,14,1,1,0,1.0,9.0,1,22,19.66,28.89,11738,11747,11792,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,4,2
28374,28374,32229240104,3222924,1,4,0,1,0,14,19,1,6,0,1.0,9.0,1,6,1.41,0.0,11747,11747,11792,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,1.0,4,2
28375,28375,32229240105,3222924,1,5,0,1,0,19,14,6,1,0,1.0,9.0,1,7,1.41,0.0,11747,11747,11792,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,1.0,4,2
28376,28376,32229240106,3222924,1,6,0,1,0,14,14,1,1,0,1.0,9.0,1,52,0.0,0.0,11747,0,11792,0,2,1,19,11,,1,1,1,1,1,2,2,1,4,6.0,6.0,4,2
28377,28377,32229240107,3222924,1,7,0,1,1,14,3,1,0,0,1.0,9.0,1,27,0.0,0.0,0,11786,11792,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,5.0,6.0,4,2
28418,28418,32231900202,3223190,2,2,1,5,0,3,15,0,6,0,1.0,9.0,1,10,1.13,4.43,11040,11040,11530,0,2,1,19,11,,1,1,1,1,2,1,1,1,2,1.0,2.0,4,3
28419,28419,32231900203,3223190,2,3,0,5,0,15,9,6,1,0,1.0,9.0,1,30,4.76,17.52,11040,11021,11530,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,3.0,4.0,4,3
28420,28420,32231900204,3223190,2,4,0,5,1,9,3,1,0,0,1.0,9.0,1,30,6.39,21.81,11021,11040,11530,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,3.0,4.0,4,3
28425,28425,32231900302,3223190,3,2,1,5,0,3,9,0,1,0,7.0,1.0,1,81,21.75,53.97,11040,10009,11530,1,2,1,6,3,4.0,2,2,2,1,1,1,1,1,4,6.0,6.0,4,3
28426,28426,32231900309,3223190,3,9,0,5,1,9,3,1,0,0,7.0,1.0,1,83,21.4,51.33,10009,11040,11530,0,1,1,6,3,4.0,2,2,2,1,1,2,2,1,4,6.0,6.0,4,3
28491,28491,32234540102,3223454,1,2,1,1,0,1,9,0,1,0,1.0,9.0,1,3,0.88,0.0,11787,11787,11787,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,1.0,2,1
28492,28492,32234540103,3223454,1,3,0,1,0,9,9,1,1,0,1.0,9.0,1,5,0.88,0.0,11787,11787,11787,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,1.0,2,1
28493,28493,32234540104,3223454,1,4,0,1,0,9,14,1,1,0,1.0,9.0,1,7,0.88,0.0,11787,11787,11787,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,1.0,2,1
28494,28494,32234540105,3223454,1,5,0,1,1,14,3,1,0,0,1.0,9.0,1,17,0.88,0.0,11787,11787,11787,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,1.0,1.0,2,1
28582,28582,32240320203,3224032,2,3,1,2,0,3,9,0,1,0,8.1,11.0,1,15,0.77,0.0,11772,11772,11772,0,2,1,23,13,,5,3,97,1,1,4,4,1,2,1.0,2.0,1,1
28684,28684,32246640302,3224664,3,2,1,3,0,3,9,0,1,0,2.1,9.0,2,29,10.95,21.63,11772,11788,11772,0,2,1,19,11,,1,1,1,1,1,1,1,2,3,5.0,6.0,4,3
28685,28685,32246640303,3224664,3,3,0,3,0,9,17,1,5,0,1.0,9.0,1,27,11.75,20.64,11788,11772,11772,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,5.0,6.0,4,3
28686,28686,32246640304,3224664,3,4,0,3,1,17,3,5,0,0,1.0,9.0,1,8,0.75,0.0,11772,11772,11772,0,2,1,19,11,,1,1,1,1,2,2,2,1,1,1.0,2.0,4,3
28786,28786,32250070102,3225007,1,2,1,3,0,3,9,0,1,0,1.0,9.0,1,34,16.5,34.95,11758,11501,11758,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,4,3
28787,28787,32250070103,3225007,1,3,0,3,1,9,3,1,0,0,1.0,9.0,1,56,16.38,33.01,11501,11758,11758,0,2,1,19,11,,1,1,1,1,1,3,3,1,4,5.0,6.0,4,3
28792,28792,32250070304,3225007,3,4,1,3,0,3,9,0,1,0,1.0,9.0,1,10,3.18,7.07,11758,11762,11758,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,1.0,2.0,4,3
28793,28793,32250070305,3225007,3,5,0,3,1,9,3,1,0,0,1.0,9.0,1,5,3.23,7.23,11762,11758,11758,0,2,1,19,11,,1,1,1,1,1,4,4,1,1,1.0,2.0,4,3
28828,28828,32251150102,3225115,1,2,1,4,0,3,9,0,1,0,7.2,1.1,2,90,15.84,42.89,11003,11201,11003,1,2,1,6,3,3.0,2,2,2,1,1,1,1,2,5,5.0,6.0,4,1
28829,28829,32251150109,3225115,1,9,0,4,1,9,3,1,0,0,7.2,1.1,1,110,15.95,41.86,11201,11003,11003,0,1,1,6,3,4.0,2,2,2,1,1,2,2,1,5,5.0,6.0,4,1
28837,28837,32251150404,3225115,4,4,1,4,0,3,5,0,4,0,2.1,9.0,3,10,1.4,4.63,11003,11003,11003,0,2,1,19,11,,1,1,1,1,2,1,1,3,2,1.0,2.0,4,1
28838,28838,32251150405,3225115,4,5,0,4,0,5,5,4,4,0,2.1,9.0,2,14,3.45,8.01,11003,11413,11003,1,2,1,19,11,,1,1,1,1,2,1,1,2,2,2.0,3.0,4,1
28839,28839,32251150406,3225115,4,6,0,4,0,5,9,4,1,10,1.0,9.0,1,4,1.6,5.32,11413,11422,11003,1,1,1,19,11,,1,1,1,1,1,1,1,1,1,2.0,3.0,4,1
28840,28840,32251150407,3225115,4,7,0,4,0,9,6,1,4,0,1.0,9.0,1,5,1.61,5.36,11422,11413,11003,1,1,1,19,11,,1,1,1,1,1,2,2,1,1,2.0,3.0,4,1
28841,28841,32251150408,3225115,4,8,0,4,1,6,3,4,0,0,2.1,9.0,2,19,2.33,7.16,11413,11003,11003,0,1,1,19,11,,1,1,1,1,2,3,3,2,2,2.0,3.0,4,1
29009,29009,32257060102,3225706,1,2,1,5,0,3,9,0,1,0,1.0,9.0,1,5,1.45,0.0,11771,11771,11771,0,2,1,19,11,,1,1,1,1,1,1,1,1,1,1.0,1.0,4,2
29010,29010,32257060103,3225706,1,3,0,5,1,9,3,1,0,0,2.1,9.0,2,5,1.45,0.0,11771,11771,11771,0,2,1,19,11,,1,1,1,1,1,2,2,2,1,1.0,1.0,4,2
29013,29013,32257060202,3225706,2,2,1,5,0,3,5,0,4,0,2.1,9.0,5,10,1.45,0.0,11771,11771,11771,0,2,1,19,11,,1,1,1,1,2,1,1,4,2,1.0,1.0,4,2
29014,29014,32257060203,3225706,2,3,0,5,0,5,9,4,1,0,1.0,9.0,1,14,5.67,13.45,11771,11560,11771,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,4.0,5.0,4,2
29015,29015,32257060204,3225706,2,4,0,5,0,9,6,1,4,0,1.0,9.0,1,14,5.67,13.5,11560,11771,11771,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,4.0,5.0,4,2
29016,29016,32257060205,3225706,2,5,0,5,0,6,23,4,9,0,2.1,9.0,5,15,3.34,7.74,11771,11771,11771,0,2,1,19,11,,1,1,1,1,2,2,2,4,2,2.0,3.0,4,2
29017,29017,32257060206,3225706,2,6,0,5,1,23,3,9,0,0,2.1,9.0,3,10,3.34,7.74,11771,11771,11771,0,2,1,19,11,,1,1,1,1,2,3,3,3,2,2.0,3.0,4,2
29260,29260,32271440202,3227144,2,2,1,2,0,3,9,0,1,0,2.1,9.0,2,16,4.47,14.82,11040,11530,11040,0,2,1,19,11,,1,1,1,1,1,1,1,2,2,3.0,4.0,2,2
29261,29261,32271440203,3227144,2,3,0,2,0,9,17,1,5,0,1.0,9.0,1,24,4.78,15.96,11530,11040,11040,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,3.0,4.0,2,2
29262,29262,32271440204,3227144,2,4,0,2,1,17,3,5,0,0,1.0,9.0,1,4,0.73,2.91,11040,11040,11040,0,2,1,19,11,,1,1,1,1,2,3,3,1,1,1.0,1.0,2,2
29314,29314,32274630102,3227463,1,2,1,2,0,3,9,0,1,0,7.0,1.0,2,70,0.0,0.0,11514,10036,11514,1,2,1,6,3,4.0,2,2,2,1,1,1,1,2,4,6.0,6.0,4,1
29315,29315,32274630107,3227463,1,7,0,2,1,9,3,1,0,0,7.0,1.0,1,95,0.0,0.0,10036,11514,11514,0,1,1,6,3,4.0,2,2,2,1,1,3,3,1,5,6.0,6.0,4,1
29318,29318,32274630202,3227463,2,2,1,2,0,3,9,0,1,0,7.0,1.0,2,72,0.0,0.0,11514,10022,11514,1,2,1,6,3,4.0,2,2,2,1,1,1,1,2,4,6.0,6.0,4,1
29319,29319,32274630207,3227463,2,7,0,2,0,9,14,1,1,0,8.1,11.0,2,17,0.0,0.0,10022,10019,11514,1,1,1,23,13,,5,3,97,1,1,3,3,2,2,1.0,1.0,4,1
29320,29320,32274630208,3227463,2,8,0,2,1,14,3,1,0,0,7.1,1.1,1,232,0.0,0.0,10019,11514,11514,0,1,1,6,3,4.0,2,2,2,1,1,4,4,1,5,6.0,6.0,4,1
29534,29534,32284980102,3228498,1,2,1,2,0,3,9,0,1,10,1.0,9.0,1,10,0.42,0.0,11010,11552,11010,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,1.0,2.0,4,2
29535,29535,32284980103,3228498,1,3,0,2,1,9,3,1,0,0,1.0,9.0,1,10,0.42,0.0,11552,11010,11010,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,1.0,2.0,4,2
29536,29536,32284980202,3228498,2,2,1,2,0,3,9,0,1,10,1.0,9.0,1,60,15.7,33.79,11010,11368,11010,1,2,1,19,11,,1,1,1,1,1,1,1,1,4,5.0,6.0,4,2
29537,29537,32284980203,3228498,2,3,0,2,0,9,9,1,1,10,1.0,9.0,1,40,30.02,57.07,11368,11735,11010,0,1,1,19,11,,1,1,1,1,1,2,2,1,3,6.0,6.0,4,2
29538,29538,32284980204,3228498,2,4,0,2,1,9,3,1,0,0,1.0,9.0,1,35,13.87,26.12,11735,11010,11010,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,5.0,6.0,4,2
29682,29682,32290590102,3229059,1,2,1,3,0,3,9,0,1,10,1.0,9.0,1,45,13.77,27.59,11783,11501,11783,0,2,1,19,11,,1,1,1,1,1,1,1,1,4,4.0,5.0,4,3
29683,29683,32290590103,3229059,1,3,0,3,1,9,3,1,0,0,1.0,9.0,1,45,12.91,25.89,11501,11783,11783,0,2,1,19,11,,1,1,1,1,1,3,3,1,4,4.0,5.0,4,3
29754,29754,32293350102,3229335,1,2,1,2,0,3,5,0,4,0,2.1,9.0,2,25,5.7,18.45,11426,11501,11001,0,2,1,19,11,,1,1,1,1,2,1,1,2,3,4.0,5.0,2,1
29755,29755,32293350103,3229335,1,3,0,2,0,5,9,4,1,0,1.0,9.0,1,16,2.52,9.23,11501,11530,11001,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,2.0,3.0,2,1
29756,29756,32293350104,3229335,1,4,0,2,0,9,6,1,4,0,1.0,9.0,1,15,3.4,11.47,11530,11501,11001,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,2.0,3.0,2,1
29757,29757,32293350105,3229335,1,5,0,2,0,6,16,4,5,0,2.1,9.0,2,15,1.41,5.03,11501,11040,11001,0,2,1,19,11,,1,1,1,1,2,3,3,2,2,2.0,3.0,2,1
29758,29758,32293350106,3229335,1,6,0,2,1,16,3,5,0,0,2.1,9.0,2,20,4.61,15.51,11040,11426,11001,0,2,1,19,11,,1,1,1,1,2,3,3,2,3,3.0,4.0,2,1
29759,29759,32293350202,3229335,2,2,1,2,0,3,9,0,1,0,2.2,9.0,2,25,5.7,18.45,11426,11501,11001,0,2,1,17,10,,1,1,1,1,1,1,1,2,3,4.0,5.0,2,1
29760,29760,32293350203,3229335,2,3,0,2,0,9,16,1,5,0,2.2,9.0,2,15,1.41,5.03,11501,11040,11001,0,2,1,17,10,,1,1,1,1,1,3,3,2,2,2.0,3.0,2,1
29761,29761,32293350204,3229335,2,4,0,2,1,16,3,5,0,0,2.2,9.0,2,20,4.61,15.51,11040,11426,11001,0,2,1,17,10,,1,1,1,1,2,3,3,2,3,3.0,4.0,2,1
29790,29790,32296780202,3229678,2,2,1,3,0,3,8,0,6,0,1.0,9.0,1,2,0.75,2.05,11566,11566,11566,0,2,1,19,11,,1,1,1,1,2,1,1,1,1,1.0,1.0,9,2
29791,29791,32296780203,3229678,2,3,0,3,0,8,9,6,1,0,2.2,9.0,1,59,18.29,35.1,11566,11024,11566,0,2,1,16,10,,1,1,1,1,1,1,1,1,4,5.0,6.0,9,2
29792,29792,32296780205,3229678,2,5,0,3,1,9,3,1,0,0,2.2,9.0,2,50,20.57,39.19,11024,11566,11566,0,2,1,16,10,,1,1,1,1,1,3,3,2,4,5.0,6.0,9,2
29797,29797,32296780302,3229678,3,2,1,3,0,3,9,0,1,0,1.0,9.0,1,18,7.93,14.14,11566,11514,11566,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,4.0,5.0,9,2
29798,29798,32296780303,3229678,3,3,0,3,0,9,21,1,7,0,1.0,9.0,1,7,3.44,12.3,11514,11590,11566,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,2.0,3.0,9,2
29799,29799,32296780304,3229678,3,4,0,3,0,21,9,7,1,0,1.0,9.0,1,5,3.66,13.0,11590,11514,11566,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,2.0,3.0,9,2
29800,29800,32296780305,3229678,3,5,0,3,1,9,3,1,0,0,1.0,9.0,1,27,7.69,14.45,11514,11566,11566,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,4.0,5.0,9,2
29816,29816,32297970202,3229797,2,2,1,3,0,3,9,0,1,0,1.0,9.0,1,50,25.58,48.35,11575,11370,11575,1,2,1,19,11,,1,1,1,1,1,1,1,1,4,5.0,6.0,4,2
29817,29817,32297970203,3229797,2,3,0,3,1,9,3,1,0,0,1.0,9.0,1,95,25.9,47.59,11370,11575,11575,0,1,1,19,11,,1,1,1,1,1,3,3,1,5,5.0,6.0,4,2
29940,29940,32304000202,3230400,2,2,1,2,0,3,9,0,1,0,1.0,9.0,1,30,15.82,27.51,11003,11371,11003,1,2,1,19,11,,1,1,1,1,1,2,2,1,3,5.0,6.0,1,2
29941,29941,32304000203,3230400,2,3,0,2,1,9,3,1,0,0,1.0,9.0,1,30,12.95,27.33,11371,11003,11003,0,1,1,19,11,,1,1,1,1,1,4,4,1,3,5.0,6.0,1,2
30032,30032,32307890106,3230789,1,6,1,1,0,3,9,0,1,0,1.0,9.0,1,30,16.49,28.71,11746,11554,11746,0,2,1,19,11,,1,1,1,1,1,4,4,1,3,5.0,6.0,4,2
30094,30094,32311550102,3231155,1,2,1,1,0,3,9,0,1,0,3.0,6.0,1,80,1.81,4.56,11722,11722,11722,0,2,1,15,9,,3,2,2,1,1,1,1,1,4,2.0,3.0,2,0
30095,30095,32311550105,3231155,1,5,0,1,1,9,1,1,0,0,3.0,6.0,1,66,1.81,4.57,11722,11722,11722,0,2,1,15,9,,3,2,2,1,1,3,3,1,4,2.0,3.0,2,0
30151,30151,32315790102,3231579,1,2,1,3,0,1,14,0,1,10,2.1,9.0,2,15,6.44,15.79,11937,11932,11937,0,2,1,19,11,,1,1,1,1,1,3,3,2,2,4.0,5.0,2,2
